From	To
P10035	FBgn0001170
Q9W2H9	FBgn0034617
Q9VR42	FBgn0031643
Q9VLK1	FBgn0032051
Q9VCD3	FBgn0039150
Q9VK47	FBgn0032464
P07190	FBgn0002570
Q9VXP5	FBgn0030691
Q8IGZ0	FBgn0044826
Q9VEV1	FBgn0044826
Q95SL7	FBgn0044826
A1Z6R7	FBgn0050158
P20354	FBgn0001123
Q8MQJ0	FBgn0050158
Q24207	FBgn0011206
Q9VWF4	FBgn0031044
Q7K3U4	FBgn0033079
Q95V23	FBgn0033079
Q8SZS0	FBgn0051163
Q8T9B0	FBgn0051163
Q95RX2	FBgn0051163
O76921	FBgn0011822
Q5BIE7	FBgn0011822
Q9W5G3	FBgn0011822
Q76NQ9	FBgn0052626
Q76NR0	FBgn0052626
Q961Q7	FBgn0052626
Q9VY76	FBgn0052626
Q9W2S2	FBgn0052672
Q9W354	FBgn0052703
Q8MQV8	FBgn0036648
Q9VV83	FBgn0036648
Q9VQ91	FBgn0031401
Q9W3F3	FBgn0030040
Q9VB79	FBgn0039483
O18333	FBgn0014009
Q9U5D5	FBgn0014009
Q8IR79	FBgn0283712
Q9VCK2	FBgn0039098
P21525	FBgn0001297
Q9VUQ8	FBgn0036510
Q9VDR4	FBgn0051213
Q9VED1	FBgn0038568
Q8T485	FBgn0038357
Q9VK89	FBgn0032430
P13496	FBgn0001108
Q9VU81	FBgn0086708
Q9VU82	FBgn0086708
Q9VU83	FBgn0086708
Q7JYW9	FBgn0001187
Q9GNE3	FBgn0001187
Q9GNE4	FBgn0001187
Q9GNF4	FBgn0001187
Q9GQI2	FBgn0001187
Q9GTU5	FBgn0001187
Q9VSZ1	FBgn0035995
Q7K3G2	FBgn0034304
O76521	FBgn0024889
Q5U119	FBgn0024889
Q8MZI6	FBgn0024889
Q9U1H6	FBgn0024889
Q8IQC5	FBgn0040305
Q95TF7	FBgn0040305
Q9GRX2	FBgn0040305
Q9NFS1	FBgn0040305
Q9VSY7	FBgn0040305
Q8MSJ9	FBgn0034566
Q7JRH5	FBgn0034313
Q8SZH1	FBgn0034313
P05130	FBgn0003091
Q24152	FBgn0010314
Q94887	FBgn0013997
Q95RA8	FBgn0038965
Q9VKA2	FBgn0032419
Q8I0M2	FBgn0038302
Q8MRT7	FBgn0038302
Q7JX87	FBgn0033518
Q9GPQ0	FBgn0033518
Q9VXK6	FBgn0030719
Q05733	FBgn0005619
Q9VNA4	FBgn0037313
Q9VWS1	FBgn0030944
Q9VPN3	FBgn0031247
Q9VV74	FBgn0036641
Q7JW07	FBgn0033547
Q9VXS3	FBgn0030666
Q9VBY6	FBgn0039270
Q9W3S0	FBgn0029940
Q29QN4	FBgn0033060
P52486	FBgn0015321
Q9W2R2	FBgn0034552
Q8SZD8	FBgn0038454
Q9VES0	FBgn0038454
Q9VCC6	FBgn0039156
Q7K1C5	FBgn0034269
P48607	FBgn0003495
Q24506	FBgn0015808
Q24507	FBgn0015808
Q9VJ43	FBgn0015808
Q9VYX0	FBgn0030316
Q95RC5	FBgn0038855
Q8IMP6	FBgn0027574
Q24218	FBgn0010583
Q8IPW2	FBgn0010583
Q9VPU1	FBgn0010583
Q9VJD1	FBgn0032643
Q7JWU6	FBgn0033512
A1Z734	FBgn0033212
Q8IGL5	FBgn0033212
Q8IRM5	FBgn0020378
Q9U1K4	FBgn0020378
A1Z814	FBgn0033463
Q05344	FBgn0010278
Q961S1	FBgn0029778
Q9W4A9	FBgn0029778
O46307	FBgn0024364
Q7KVE5	FBgn0035101
Q95U71	FBgn0035101
Q9V8G0	FBgn0040736
Q7K3V9	FBgn0033289
Q8SZ57	FBgn0035164
Q9W0M5	FBgn0035164
Q9VI55	FBgn0037467
Q9VVH9	FBgn0036732
Q9VPK3	FBgn0051974
Q86NN7	FBgn0030514
Q9VY98	FBgn0030514
Q9VTC1	FBgn0036104
A1ZBB4	FBgn0050122
Q86NY3	FBgn0050122
Q8MRW8	FBgn0050122
Q24534	FBgn0015818
Q9W424	FBgn0015818
Q94546	FBgn0019637
Q9VL00	FBgn0032214
Q9VNP8	FBgn0037202
Q2PDT4	FBgn0041789
Q8INW7	FBgn0041789
Q8MQX3	FBgn0041789
Q966T5	FBgn0041789
Q9BPQ9	FBgn0041789
Q9GSE0	FBgn0041789
Q9VIX2	FBgn0041789
Q9VIX3	FBgn0041789
P08044	FBgn0003448
Q9VT68	FBgn0036058
Q9VT69	FBgn0036058
Q9VCE2	FBgn0043455
P17133	FBgn0016978
Q8IRM9	FBgn0052706
A1Z934	FBgn0033761
Q8T491	FBgn0029816
Q9W466	FBgn0029816
Q9VTB3	FBgn0036099
Q9V9M6	FBgn0032988
Q7KTJ2	FBgn0032003
Q8T8Y3	FBgn0032003
Q9VER7	FBgn0038455
Q9VTU1	FBgn0036255
Q9W0F8	FBgn0003295
Q9VZF9	FBgn0035513
O97421	FBgn0025838
Q9W4X1	FBgn0025838
Q7KS06	FBgn0039254
Q8T405	FBgn0039254
Q9VC03	FBgn0039254
Q8SXU0	FBgn0086856
Q4V480	FBgn0038714
Q7KBL8	FBgn0001276
Q9VR07	FBgn0011603
O77266	FBgn0025628
Q960D4	FBgn0025628
Q9V451	FBgn0028708
Q9VWC7	FBgn0031070
Q9VDS6	FBgn0038746
Q9V3Z3	FBgn0040089
Q9VFE7	FBgn0038274
Q8T9A4	FBgn0031897
Q95SN2	FBgn0031897
Q9VX34	FBgn0030855
Q6NQY9	FBgn0034496
Q9VP61	FBgn0012034
O18401	FBgn0022935
Q8T0K6	FBgn0022935
Q9VRV5	FBgn0022935
Q7YU81	FBgn0015371
Q2XY74	FBgn0034643
Q9W2F0	FBgn0034643
Q9W2G5	FBgn0034631
Q9VB81	FBgn0039481
Q9VK60	FBgn0032453
A1ZBU8	FBgn0034512
Q8IGD1	FBgn0034512
Q7JZJ3	FBgn0034499
Q9VXX1	FBgn0030623
Q8SYR9	FBgn0031494
Q9VQK8	FBgn0031494
Q7K1V1	FBgn0034086
Q9GQP6	FBgn0039509
Q9VB47	FBgn0039509
Q4V4H7	FBgn0033788
Q9VE01	FBgn0038680
Q7K204	FBgn0037081
Q8MRJ8	FBgn0040227
Q9VCK0	FBgn0040227
Q7KA66	FBgn0024294
Q5BIC3	FBgn0025185
Q95TS1	FBgn0031598
Q9VQY8	FBgn0031598
Q7JVW5	FBgn0034186
Q9W0Y8	FBgn0085434
Q7K126	FBgn0033029
P25157	FBgn0000384
Q95R81	FBgn0035688
Q9VRV1	FBgn0035688
Q9VAJ4	FBgn0039678
Q9VY31	FBgn0030569
A1ZAW3	FBgn0034249
Q8IGY7	FBgn0034249
A1Z9L0	FBgn0033897
A1Z9L2	FBgn0033897
Q8T076	FBgn0033897
A1ZAK1	FBgn0025830
Q5BIM0	FBgn0027794
Q9W592	FBgn0027794
Q7K112	FBgn0011725
Q8IMX0	FBgn0011725
Q8IMX1	FBgn0011725
Q8MTZ5	FBgn0011725
Q9VCB6	FBgn0011725
Q8MTA9	FBgn0029603
Q9W510	FBgn0029603
Q9VPN0	FBgn0031245
Q9VPN1	FBgn0031245
Q6AWN6	FBgn0032129
Q7JV09	FBgn0032129
Q8SXQ0	FBgn0032129
Q966S5	FBgn0032129
A1ZAI1	FBgn0034141
Q8SX00	FBgn0034141
Q9VU45	FBgn0036341
Q9VPE4	FBgn0036998
Q9VN02	FBgn0037231
Q9VNI9	FBgn0037383
P14199	FBgn0003231
Q5BIB5	FBgn0028932
Q9V3M2	FBgn0028932
Q8MT83	FBgn0028932
Q95ST9	FBgn0085430
Q9VWN9	FBgn0085430
Q8MRC9	FBgn0050463
Q9VGQ8	FBgn0037884
P10351	FBgn0003308
Q8SWU6	FBgn0035547
O76268	FBgn0024947
Q8IPZ6	FBgn0024947
Q9VQI8	FBgn0024947
Q8IGP5	FBgn0032979
Q961A1	FBgn0032979
Q95RQ8	FBgn0034878
Q9W1N1	FBgn0034878
Q23971	FBgn0010401
P07192	FBgn0002571
P54366	FBgn0010323
P09956	FBgn0004050
Q9VRF3	FBgn0031161
O15943	FBgn0015609
Q8T8Z4	FBgn0037506
Q9VIB2	FBgn0037506
Q8MYX4	FBgn0037972
Q8MYS0	FBgn0001565
Q9VRI0	FBgn0001565
Q9VYH1	FBgn0030449
P35875	FBgn0010247
O96757	FBgn0020299
O96758	FBgn0020299
Q9VFH9	FBgn0020299
Q9VFI0	FBgn0020299
Q8MRQ2	FBgn0021800
Q9VQV2	FBgn0021800
Q8T004	FBgn0036249
Q9VTT4	FBgn0036249
Q8SZB6	FBgn0026417
Q9VN60	FBgn0026417
Q9XTN5	FBgn0026417
Q7KQM8	FBgn0039929
Q9V493	FBgn0039929
Q9VD55	FBgn0038925
Q9VYC3	FBgn0030492
Q9W095	FBgn0035266
Q95RK8	FBgn0030141
Q9W329	FBgn0030141
Q06453	FBgn0000061
Q3LHL9	FBgn0051151
P18475	FBgn0003733
Q8INH9	FBgn0038108
Q8MQW9	FBgn0038108
Q8SZU5	FBgn0038108
Q9VG05	FBgn0038108
Q9VHJ7	FBgn0037644
A1Z7N9	FBgn0015838
O45030	FBgn0015838
Q9W2U6	FBgn0030206
Q961A7	FBgn0035890
Q9VSJ5	FBgn0035890
Q9V422	FBgn0024245
Q8T9G8	FBgn0027094
Q9VLM8	FBgn0027094
Q27297	FBgn0003479
Q9VHL6	FBgn0046874
Q9VVN7	FBgn0020300
Q9VMP7	FBgn0031719
Q9VUW1	FBgn0036550
Q24110	FBgn0051217
Q24111	FBgn0051217
Q9VER6	FBgn0051217
Q9VDE4	FBgn0038857
Q9W228	FBgn0040091
Q9TVM2	FBgn0020497
Q9NKV0	FBgn0034051
Q9VDT1	FBgn0038742
Q8IP97	FBgn0032407
Q8T9H4	FBgn0032407
P51023	FBgn0003118
Q8SX42	FBgn0036361
Q9VU72	FBgn0036361
A1Z6Z7	FBgn0033183
Q960H5	FBgn0033183
Q8T8Y8	FBgn0050393
Q9VGA8	FBgn0038011
Q7KTU2	FBgn0052451
Q8IPS6	FBgn0052451
Q9VNR2	FBgn0052451
Q9VWC3	FBgn0031074
Q0KI06	FBgn0046247
Q8T015	FBgn0046247
Q9VFD9	FBgn0038282
Q9VTC2	FBgn0036105
Q9VCZ8	FBgn0038976
Q7JYH3	FBgn0034576
Q7KU14	FBgn0031407
Q9VQA2	FBgn0031407
A1ZBA9	FBgn0034366
Q7JY94	FBgn0034366
Q9VPA2	FBgn0037031
Q8SXU9	FBgn0035193
Q9W0I9	FBgn0035193
P29310	FBgn0004907
Q7K141	FBgn0037330
Q9VNC1	FBgn0037330
Q9VBG6	FBgn0039417
Q7K4B6	FBgn0020312
O46036	FBgn0020496
P06602	FBgn0000606
O16829	FBgn0000279
Q27370	FBgn0014023
Q8T3V6	FBgn0014023
Q7K110	FBgn0034277
Q9VFY4	FBgn0038124
Q8T8S3	FBgn0039371
Q9VBM3	FBgn0039371
Q6NP72	FBgn0033608
P47980	FBgn0011837
P47949	FBgn0010424
Q9VMH8	FBgn0031776
Q9W1K1	FBgn0034901
Q9VNY6	FBgn0037128
Q8MS94	FBgn0032001
Q9VLR3	FBgn0032001
P91945	FBgn0004379
Q00084	FBgn0004379
Q9VSW5	FBgn0004379
O46231	FBgn0082582
Q9VA56	FBgn0082582
Q9VA58	FBgn0082582
Q9VA59	FBgn0082582
Q7YTY6	FBgn0028988
Q9VRJ3	FBgn0035587
P48462	FBgn0000711
Q9VKI8	FBgn0032350
Q9VY61	FBgn0030540
Q9I7K3	FBgn0037818
Q960N3	FBgn0000351
P49858	FBgn0000339
Q8MRD6	FBgn0035945
Q8SZY7	FBgn0035945
P28166	FBgn0004606
Q8IRJ8	FBgn0035110
Q9VST0	FBgn0035954
Q7K2Q5	FBgn0033888
Q8IR93	FBgn0030276
Q9VZ20	FBgn0030276
P14083	FBgn0266129
Q9VWT2	FBgn0030933
Q9VN19	FBgn0086605
Q9VWA6	FBgn0036962
Q8MZ24	FBgn0039868
Q9V9U9	FBgn0039868
Q8IRR4	FBgn0029801
Q9W481	FBgn0029801
A1Z7L6	FBgn0033356
Q95RJ1	FBgn0033356
Q8MRA2	FBgn0031682
Q9VMU2	FBgn0031682
Q9VYA1	FBgn0030510
P40792	FBgn0010333
P91679	FBgn0265575
Q9W3Y0	FBgn0029885
Q95SE8	FBgn0036318
Q9VU19	FBgn0036318
Q7K1P4	FBgn0036617
Q9VV44	FBgn0036617
Q8MR56	FBgn0032505
Q9VK00	FBgn0032505
Q9VEF1	FBgn0038550
Q7K540	FBgn0045842
Q8IHC0	FBgn0045842
Q8IP47	FBgn0045842
Q95R28	FBgn0045842
Q9V435	FBgn0045842
Q9VJP8	FBgn0045842
Q9VXR2	FBgn0030675
Q9W368	FBgn0030107
Q8IQV7	FBgn0036952
Q8MR04	FBgn0036952
Q9VW94	FBgn0036952
Q9VZI8	FBgn0016013
Q7JRK6	FBgn0039711
Q9VAF3	FBgn0039711
O76863	FBgn0024996
A1Z6R4	FBgn0033113
Q8T3Z2	FBgn0033113
Q8T479	FBgn0043457
Q95SC8	FBgn0031488
Q9VQK1	FBgn0031488
A1ZBY1	FBgn0034542
Q0E8K5	FBgn0035107
Q8SXB5	FBgn0035107
Q9W0V5	FBgn0035097
P15425	FBgn0002936
O96863	FBgn0026136
Q24118	FBgn0010309
Q8T091	FBgn0032130
Q9VLA6	FBgn0032130
Q9VM59	FBgn0031876
P17886	FBgn0000377
A1ZBK7	FBgn0034443
Q9VY87	FBgn0030521
Q8SYN7	FBgn0030507
Q9VYA4	FBgn0030507
Q9W3Z4	FBgn0029874
Q868A1	FBgn0032429
Q86C01	FBgn0032429
Q86C02	FBgn0032429
Q8MYZ7	FBgn0032429
Q9VK90	FBgn0032429
Q9W2X3	FBgn0040941
Q9VAY8	FBgn0053213
Q9VX05	FBgn0030881
Q8T414	FBgn0061196
Q9VK21	FBgn0032485
Q9VCS1	FBgn0039041
Q8MSL3	FBgn0035970
Q9VSV3	FBgn0035970
Q9VHA9	FBgn0037717
P16241	FBgn0086680
P09180	FBgn0003279
Q9VMY2	FBgn0031650
Q9VR19	FBgn0031621
Q9W278	FBgn0034707
Q0E938	FBgn0028494
Q9U4H1	FBgn0028494
A1ZAT5	FBgn0034223
Q8T0B0	FBgn0034223
Q7KS50	FBgn0039056
Q9VCQ6	FBgn0039056
A1Z8W1	FBgn0061197
A1Z8W2	FBgn0061197
A1Z8W3	FBgn0061197
Q95TC3	FBgn0061197
Q2XY44	FBgn0030582
Q8SWS5	FBgn0030582
Q9VY15	FBgn0030582
Q9VPH0	FBgn0001259
Q9NB71	FBgn0030600
P08630	FBgn0003502
Q9W1K5	FBgn0034897
Q9VFU1	FBgn0038160
Q9VRW1	FBgn0035694
Q9VFU2	FBgn0038159
Q4QPV3	FBgn0034104
P07189	FBgn0002535
Q7JWM4	FBgn0033590
Q4QPX2	FBgn0034515
Q9VZ90	FBgn0035570
Q9VY14	FBgn0030583
Q9VP53	FBgn0037069
O77280	FBgn0025613
Q9W4I6	FBgn0025613
Q9W379	FBgn0030096
Q7KUW4	FBgn0030892
Q9VWY9	FBgn0030892
Q6TMH4	FBgn0033528
Q7JVK6	FBgn0033528
Q8MRS8	FBgn0038266
Q9VFF6	FBgn0038266
Q9VF23	FBgn0038373
Q9NBW1	FBgn0027342
Q9VL03	FBgn0032211
Q9VNI4	FBgn0037378
Q8T8U7	FBgn0034739
Q9W240	FBgn0034739
Q8MZF5	FBgn0032004
Q9VLR0	FBgn0032004
Q8SYU5	FBgn0037517
Q9VRI3	FBgn0031178
Q9VVN2	FBgn0036774
Q9VHR7	FBgn0037581
Q9VSU7	FBgn0035965
P25991	FBgn0003559
P54631	FBgn0005590
Q9VJN5	FBgn0001990
Q9V393	FBgn0040206
Q9Y0S9	FBgn0020510
Q9W2Y4	FBgn0030177
Q9VR91	FBgn0031107
Q7K304	FBgn0028408
Q95S67	FBgn0028408
Q9U787	FBgn0028408
Q9VYG8	FBgn0030451
Q8MRU4	FBgn0035152
Q9W0P0	FBgn0035152
O61464	FBgn0024732
Q6NR36	FBgn0024732
P20228	FBgn0004516
Q9VWE8	FBgn0031050
P29845	FBgn0001220
Q9VXR1	FBgn0030676
Q9W2W2	FBgn0030191
P17336	FBgn0000261
Q9VPM1	FBgn0031238
Q9VTP5	FBgn0036214
Q9VNG7	FBgn0037365
Q8MRD3	FBgn0038128
Q9VFX8	FBgn0038128
Q9VCX6	FBgn0038993
Q8MR43	FBgn0030468
Q9VYE9	FBgn0030468
Q9VLP6	FBgn0032017
Q9VG07	FBgn0038106
Q9V9Y9	FBgn0086362
P06754	FBgn0003721
P49455	FBgn0003721
Q7JWR9	FBgn0033317
Q9VLB9	FBgn0032119
A1Z7P3	FBgn0033380
A1Z7N6	FBgn0033374
Q86NL1	FBgn0027841
Q9VE52	FBgn0027841
Q9VTT2	FBgn0011335
Q9VCR6	FBgn0053193
Q9VTI3	FBgn0036160
Q7KV91	FBgn0035348
Q7KV94	FBgn0035348
Q7KV95	FBgn0035348
Q95TC1	FBgn0035348
Q9W004	FBgn0035348
P10041	FBgn0000463
Q9V3Y5	FBgn0028474
Q9VHB3	FBgn0037713
Q9VX20	FBgn0026058
Q9VZ63	FBgn0030240
Q9VK68	FBgn0032445
Q9U1K2	FBgn0020379
Q9VGZ6	FBgn0020379
Q9VL80	FBgn0032150
P40689	FBgn0003867
P32027	FBgn0014143
Q9VJ75	FBgn0032689
Q7KVR7	FBgn0030089
Q7KVR8	FBgn0030089
Q86B59	FBgn0030089
Q9W388	FBgn0030089
Q0E9F3	FBgn0027585
P13677	FBgn0004784
Q7K3S3	FBgn0031702
Q9XZH6	FBgn0283536
Q95RB2	FBgn0033728
P27781	FBgn0004554
Q9VZ12	FBgn0030283
Q9VTC8	FBgn0036110
Q9VS12	FBgn0035735
Q9VV29	FBgn0036605
Q4QPY0	FBgn0033828
Q9VW15	FBgn0005386
Q9VWA1	FBgn0024814
Q8MLW7	FBgn0021872
Q7JYN2	FBgn0030853
Q9VX36	FBgn0030853
Q8IS44	FBgn0053517
Q9VA93	FBgn0039755
Q9VVC3	FBgn0036680
Q7K3Q3	FBgn0033971
Q8T8X9	FBgn0032175
Q9VL48	FBgn0032175
Q9VHB6	FBgn0037710
Q9W2W5	FBgn0030189
Q9W1S2	FBgn0050417
Q8T906	FBgn0069913
Q9W144	FBgn0069913
Q7JN06	FBgn0015602
Q94513	FBgn0015602
O77150	FBgn0025583
P52654	FBgn0011289
Q9VZ97	FBgn0052238
Q9VCG6	FBgn0039124
Q9VGD6	FBgn0037987
Q9N9Z7	FBgn0041707
Q9VNB0	FBgn0041707
A1YK24	FBgn0039120
A1YK25	FBgn0039120
A1YK27	FBgn0039120
A1YK33	FBgn0039120
A1YK35	FBgn0039120
A1YK36	FBgn0039120
A1YK38	FBgn0039120
Q867H5	FBgn0039120
Q867M2	FBgn0039120
Q867M7	FBgn0039120
Q867W7	FBgn0039120
Q868A8	FBgn0039120
Q86G43	FBgn0039120
Q9VCH5	FBgn0039120
Q7JQL2	FBgn0033785
Q7K274	FBgn0021979
Q8MLS7	FBgn0021979
Q9VF72	FBgn0038330
Q9VLJ6	FBgn0016122
A1ZBT3	FBgn0034502
Q9VDQ3	FBgn0038768
Q9VBV3	FBgn0039298
Q4V5L1	FBgn0034461
O44435	FBgn0022986
Q9W255	FBgn0022986
Q9VCV3	FBgn0039013
Q7KW39	FBgn0023537
Q9VKM3	FBgn0010612
Q9VTW5	FBgn0052105
Q9VMR8	FBgn0031701
O44783	FBgn0014388
A1Z9M2	FBgn0033906
Q8T9H5	FBgn0033906
Q9VGY3	FBgn0037824
Q9VJK9	FBgn0028506
Q5U197	FBgn0035737
Q9VS14	FBgn0035737
A1ZB19	FBgn0034290
Q8MQI3	FBgn0034290
P09077	FBgn0003339
O45029	FBgn0023479
Q8IQB8	FBgn0023479
Q8MRY3	FBgn0023479
Q8T0I5	FBgn0023479
Q960G6	FBgn0023479
Q9BI19	FBgn0023479
Q9U1I2	FBgn0023479
Q9U1I3	FBgn0023479
Q9VST9	FBgn0023479
Q9VSU2	FBgn0023479
Q7JXE4	FBgn0033209
Q8I0I5	FBgn0036239
Q8IGD6	FBgn0036239
Q8MR41	FBgn0036239
Q9VTS4	FBgn0036239
Q9V8Y7	FBgn0034473
P54356	FBgn0003865
Q9VR64	FBgn0031196
Q9VKX4	FBgn0032236
Q9VTW3	FBgn0036274
Q9VM43	FBgn0031888
P07668	FBgn0000303
P02517	FBgn0001225
Q9VDE5	FBgn0010770
Q7JZZ3	FBgn0033787
Q9VGC7	FBgn0037994
Q8MQI6	FBgn0063670
Q9VBI1	FBgn0039403
Q5BIE3	FBgn0031224
Q95RA2	FBgn0031224
Q9VPK4	FBgn0031224
A1Z7K8	FBgn0033351
Q9VVB4	FBgn0036671
Q8SYK9	FBgn0033351
Q9V3U2	FBgn0029148
Q9W528	FBgn0025627
Q8SX89	FBgn0038476
Q9VJS7	FBgn0264810
Q95T13	FBgn0038815
Q9VDK2	FBgn0038815
Q8T902	FBgn0031626
Q9VR24	FBgn0031626
Q2XYF2	FBgn0029996
Q7JW03	FBgn0029996
Q7KU06	FBgn0031315
Q8SYK1	FBgn0031315
Q9W1Y1	FBgn0034791
Q9VHS8	FBgn0037573
Q9VXB4	FBgn0030787
O76892	FBgn0025391
Q8IRQ5	FBgn0286222
Q8SXM1	FBgn0286222
Q9W3X6	FBgn0286222
Q9W3X8	FBgn0029887
O46339	FBgn0001235
Q9VVI1	FBgn0036734
Q9VUI8	FBgn0036460
Q9V3S7	FBgn0028480
Q9VMW8	FBgn0031662
Q9VDA3	FBgn0038888
P42519	FBgn0003310
Q9V3P6	FBgn0028692
Q9VFM3	FBgn0038209
Q9VR43	FBgn0031644
Q9VCD4	FBgn0039149
Q9VMT2	FBgn0031692
Q7K084	FBgn0033268
A1ZA28	FBgn0034033
Q8T407	FBgn0034033
Q7JZW0	FBgn0033942
Q8T4I1	FBgn0031288
Q9VPU5	FBgn0031288
O61351	FBgn0028583
Q9VLX9	FBgn0031942
Q8T079	FBgn0043456
Q9VKF4	FBgn0032375
Q8T3P0	FBgn0037138
Q9VNX4	FBgn0037138
Q9VHX4	FBgn0037537
Q8MRU7	FBgn0039732
Q9VAC7	FBgn0039732
A1Z7L0	FBgn0033353
Q9W199	FBgn0034986
Q9V3C0	FBgn0015331
Q9VG03	FBgn0038109
Q9U912	FBgn0002524
Q9V3F2	FBgn0002524
Q8MRG6	FBgn0036915
Q9VW52	FBgn0036915
A1Z8K2	FBgn0033627
Q6NNF8	FBgn0033627
Q7YU31	FBgn0033627
P21519	FBgn0002643
Q8MS11	FBgn0031036
Q9VWG2	FBgn0031036
Q7K4K7	FBgn0086757
Q8INW5	FBgn0032783
Q9I7M3	FBgn0032783
Q9VIW5	FBgn0032783
P18431	FBgn0003371
Q9XZS8	FBgn0028550
Q9VBJ6	FBgn0039398
Q9VY11	FBgn0030587
Q9VYX7	FBgn0030310
Q8MRX9	FBgn0031267
Q9VPR6	FBgn0031267
Q0E8X6	FBgn0034858
Q8MPP1	FBgn0034858
Q9W1Q8	FBgn0034858
Q7K5M2	FBgn0033951
Q8T092	FBgn0034114
Q9VZI1	FBgn0035499
A1Z8B1	FBgn0033541
Q9VEC3	FBgn0038576
Q8MS82	FBgn0033541
Q9W3G0	FBgn0030035
Q9VM11	FBgn0031914
Q8T3W8	FBgn0037888
Q8T3W8	FBgn0037879
Q8STC0	FBgn0039937
Q8STD5	FBgn0039937
Q9V481	FBgn0039937
Q9VNS1	FBgn0037183
Q7K568	FBgn0033448
Q9VV24	FBgn0036600
Q8T3V5	FBgn0036439
Q9VUG5	FBgn0036439
Q9VII1	FBgn0032897
Q7JY26	FBgn0034363
Q8T3I5	FBgn0030680
Q9VXQ6	FBgn0030680
Q9VBV5	FBgn0039296
P91657	FBgn0014019
O76553	FBgn0020508
Q9VY19	FBgn0020508
Q6NR09	FBgn0053993
Q9VY78	FBgn0030529
Q9VMD2	FBgn0031818
Q9VUY2	FBgn0036567
Q9VTU9	FBgn0036262
Q9W4M8	FBgn0026085
A1ZBJ2	FBgn0034432
Q8T431	FBgn0036652
Q9VV90	FBgn0036652
Q8I0J6	FBgn0037384
Q9VNJ0	FBgn0037384
Q9VCR3	FBgn0039054
Q2PDW6	FBgn0031191
Q9VR58	FBgn0031191
Q9VXS6	FBgn0030663
Q6AWF1	FBgn0035691
Q9VRV6	FBgn0035691
Q7JZ53	FBgn0034232
Q9VQK7	FBgn0031493
Q9W1K2	FBgn0034900
Q9W1K2	FBgn0083941
P91663	FBgn0014127
Q9VIP9	FBgn0014127
P13706	FBgn0001128
Q9VDS5	FBgn0038747
P48612	FBgn0011207
A1Z8U9	FBgn0033699
Q9VH90	FBgn0037734
Q9VBX8	FBgn0053096
Q9VW58	FBgn0036920
Q9VKU4	FBgn0032260
A1ZBC3	FBgn0034377
Q9VFB6	FBgn0038304
O18374	FBgn0022740
Q0E996	FBgn0010488
Q8MQS4	FBgn0032341
Q9XZ08	FBgn0027535
Q7JUF8	FBgn0023511
Q9VA32	FBgn0039805
Q8IGI6	FBgn0010352
Q8IQQ0	FBgn0010352
Q9VVC5	FBgn0010352
Q9I7U4	FBgn0086906
Q9VUX0	FBgn0036556
A1ZBD8	FBgn0034391
Q7YU46	FBgn0034391
Q9VU77	FBgn0036366
Q8SX59	FBgn0035077
Q9VIS0	FBgn0032822
Q27403	FBgn0014179
P48601	FBgn0015282
Q9VND4	FBgn0037340
Q9VX98	FBgn0030802
O46042	FBgn0023215
Q8SY46	FBgn0023215
Q9W4Q7	FBgn0023215
Q9XZS4	FBgn0026878
Q9VBH0	FBgn0039413
Q9VAN6	FBgn0041186
Q8IRD3	FBgn0035438
Q8IRD4	FBgn0035438
Q9VZQ8	FBgn0035438
Q7JYM9	FBgn0000477
Q9VED8	FBgn0000477
Q9W1U2	FBgn0034826
Q9VBM1	FBgn0039373
Q9VKF8	FBgn0032371
Q9VH00	FBgn0037809
Q9GYU7	FBgn0036581
Q9VS46	FBgn0035762
Q86NX5	FBgn0051224
Q8IG87	FBgn0051224
Q8T3J8	FBgn0051224
Q9VE54	FBgn0051224
Q9U4H5	FBgn0000077
Q8MR15	FBgn0038472
Q9VEP0	FBgn0038472
P18091	FBgn0000667
Q9Y0H4	FBgn0003557
Q8SZM4	FBgn0031318
Q9VPY4	FBgn0031318
Q8SZ43	FBgn0032938
Q9VID5	FBgn0032938
Q9VRV7	FBgn0035692
Q8MQZ5	FBgn0036394
Q9VUB1	FBgn0036394
Q8IQX5	FBgn0030955
Q8MQZ6	FBgn0030955
Q9VWQ7	FBgn0030955
Q9VSP8	FBgn0035924
P48596	FBgn0003162
Q7KUP0	FBgn0085277
Q9VV11	FBgn0036589
Q94913	FBgn0015801
Q86BK4	FBgn0004811
Q95RS2	FBgn0004811
Q9VIR9	FBgn0004811
Q8IN96	FBgn0038516
Q8IN21	FBgn0038909
Q9VD71	FBgn0038909
P13098	FBgn0000591
Q9VVW9	FBgn0036849
P91931	FBgn0019932
Q9VWF3	FBgn0031045
Q9VNP4	FBgn0037206
Q86BN2	FBgn0031628
Q8MR40	FBgn0031628
Q9VR26	FBgn0031628
Q9V3E0	FBgn0040342
Q9V4B8	FBgn0051999
Q9W0L7	FBgn0052479
Q24256	FBgn0004854
Q9VLB2	FBgn0032124
Q9VL31	FBgn0032189
Q9VLC0	FBgn0011232
Q86NL4	FBgn0031710
Q9VMQ8	FBgn0031710
Q8IQQ9	FBgn0036702
Q8T4G5	FBgn0036702
P55841	FBgn0017579
Q9W5W6	FBgn0031094
Q8INB9	FBgn0010379
Q9VT31	FBgn0036029
Q9NIR3	FBgn0000370
Q9NIR4	FBgn0000370
Q9NIR5	FBgn0000370
Q9VID3	FBgn0000370
